# l                Dl               -dDl             +dDl             
  1.13300000e+03   1.24031510e+03   5.83243313e+01   5.83243313e+01
  1.13400000e+03   1.18266943e+03   5.82898506e+01   5.82898506e+01
  1.13500000e+03   1.15945802e+03   5.82520181e+01   5.82520181e+01
  1.13600000e+03   1.30341311e+03   5.82111893e+01   5.82111893e+01
  1.13700000e+03   1.21628743e+03   5.81672061e+01   5.81672061e+01
  1.13800000e+03   1.20203647e+03   5.81198834e+01   5.81198834e+01
  1.13900000e+03   1.12508080e+03   5.80691714e+01   5.80691714e+01
  1.14000000e+03   1.24989891e+03   5.80152063e+01   5.80152063e+01
  1.14100000e+03   1.17892901e+03   5.79579426e+01   5.79579426e+01
  1.14200000e+03   1.24437574e+03   5.78973872e+01   5.78973872e+01
  1.14300000e+03   1.28086532e+03   5.78334939e+01   5.78334939e+01
  1.14400000e+03   1.10537810e+03   5.77664010e+01   5.77664010e+01
  1.14500000e+03   1.30194001e+03   5.76960647e+01   5.76960647e+01
  1.14600000e+03   1.27240612e+03   5.76224887e+01   5.76224887e+01
  1.14700000e+03   1.23097086e+03   5.75458624e+01   5.75458624e+01
  1.14800000e+03   1.32528147e+03   5.74663016e+01   5.74663016e+01
  1.14900000e+03   1.12873747e+03   5.73835978e+01   5.73835978e+01
  1.15000000e+03   1.13287077e+03   5.72977687e+01   5.72977687e+01
  1.15100000e+03   1.23809155e+03   5.72087563e+01   5.72087563e+01
  1.15200000e+03   1.18114325e+03   5.71166957e+01   5.71166957e+01
  1.15300000e+03   1.24090500e+03   5.70222488e+01   5.70222488e+01
  1.15400000e+03   1.14133594e+03   5.69254104e+01   5.69254104e+01
  1.15500000e+03   1.30672469e+03   5.68255865e+01   5.68255865e+01
  1.15600000e+03   1.25196197e+03   5.67229314e+01   5.67229314e+01
  1.15700000e+03   1.26689485e+03   5.66174121e+01   5.66174121e+01
  1.15800000e+03   1.20830748e+03   5.65090657e+01   5.65090657e+01
  1.15900000e+03   1.18405150e+03   5.63978660e+01   5.63978660e+01
  1.16000000e+03   1.13950440e+03   5.62839590e+01   5.62839590e+01
  1.16100000e+03   1.25987447e+03   5.61673219e+01   5.61673219e+01
  1.16200000e+03   1.21851783e+03   5.60479822e+01   5.60479822e+01
  1.16300000e+03   1.12401550e+03   5.59259089e+01   5.59259089e+01
  1.16400000e+03   1.19509067e+03   5.58012602e+01   5.58012602e+01
  1.16500000e+03   1.13813313e+03   5.56740026e+01   5.56740026e+01
  1.16600000e+03   1.17136614e+03   5.55441106e+01   5.55441106e+01
  1.16700000e+03   1.16527307e+03   5.54117329e+01   5.54117329e+01
  1.16800000e+03   1.17492405e+03   5.52768418e+01   5.52768418e+01
  1.16900000e+03   1.10955263e+03   5.51394705e+01   5.51394705e+01
  1.17000000e+03   1.14375263e+03   5.49996090e+01   5.49996090e+01
  1.17100000e+03   1.12101964e+03   5.48574265e+01   5.48574265e+01
  1.17200000e+03   1.08825738e+03   5.47129070e+01   5.47129070e+01
  1.17300000e+03   1.17260082e+03   5.45661041e+01   5.45661041e+01
  1.17400000e+03   1.23984229e+03   5.44170129e+01   5.44170129e+01
  1.17500000e+03   1.12524148e+03   5.42657903e+01   5.42657903e+01
  1.17600000e+03   1.09561220e+03   5.41124367e+01   5.41124367e+01
  1.17700000e+03   1.11397268e+03   5.39569981e+01   5.39569981e+01
  1.17800000e+03   1.13694076e+03   5.37994623e+01   5.37994623e+01
  1.17900000e+03   1.19921280e+03   5.36400006e+01   5.36400006e+01
  1.18000000e+03   1.15444254e+03   5.34786024e+01   5.34786024e+01
  1.18100000e+03   1.10980488e+03   5.33152610e+01   5.33152610e+01
  1.18200000e+03   1.22108689e+03   5.31501394e+01   5.31501394e+01
  1.18300000e+03   1.08997370e+03   5.29832287e+01   5.29832287e+01
  1.18400000e+03   1.14134835e+03   5.28145812e+01   5.28145812e+01
  1.18500000e+03   1.09281946e+03   5.26441901e+01   5.26441901e+01
  1.18600000e+03   1.12024657e+03   5.24722296e+01   5.24722296e+01
  1.18700000e+03   1.14400192e+03   5.22986762e+01   5.22986762e+01
  1.18800000e+03   1.16643246e+03   5.21235664e+01   5.21235664e+01
  1.18900000e+03   1.05520332e+03   5.19470252e+01   5.19470252e+01
  1.19000000e+03   1.10935869e+03   5.17690920e+01   5.17690920e+01
  1.19100000e+03   1.16336048e+03   5.15897969e+01   5.15897969e+01
  1.19200000e+03   1.02426976e+03   5.14096295e+01   5.14096295e+01
  1.19300000e+03   1.10841680e+03   5.12278081e+01   5.12278081e+01
  1.19400000e+03   1.03762442e+03   5.10451327e+01   5.10451327e+01
  1.19500000e+03   1.11618654e+03   5.08610105e+01   5.08610105e+01
  1.19600000e+03   1.09472433e+03   5.07048599e+01   5.07048599e+01
  1.19700000e+03   1.07601924e+03   5.05184246e+01   5.05184246e+01
  1.19800000e+03   1.07430196e+03   5.18510734e+01   5.18510734e+01
  1.19900000e+03   9.96357041e+02   5.16484245e+01   5.16484245e+01
  1.20000000e+03   1.00242098e+03   5.15176218e+01   5.15176218e+01
  1.20100000e+03   9.97710826e+02   5.13126597e+01   5.13126597e+01
  1.20200000e+03   9.56706946e+02   5.11074273e+01   5.11074273e+01
  1.20300000e+03   9.53154278e+02   5.09011608e+01   5.09011608e+01
  1.20400000e+03   1.07900281e+03   5.06946631e+01   5.06946631e+01
  1.20500000e+03   9.92442580e+02   5.04874352e+01   5.04874352e+01
  1.20600000e+03   1.00833225e+03   5.02797541e+01   5.02797541e+01
  1.20700000e+03   9.92857441e+02   5.00717771e+01   5.00717771e+01
  1.20800000e+03   9.54276019e+02   4.98635531e+01   4.98635531e+01
  1.20900000e+03   9.48965964e+02   4.96550415e+01   4.96550415e+01
  1.21000000e+03   1.04602109e+03   4.94464385e+01   4.94464385e+01
  1.21100000e+03   9.11729332e+02   4.92377335e+01   4.92377335e+01
  1.21200000e+03   1.04199296e+03   4.90290154e+01   4.90290154e+01
  1.21300000e+03   9.78822959e+02   4.88202921e+01   4.88202921e+01
  1.21400000e+03   8.83877755e+02   4.86117147e+01   4.86117147e+01
  1.21500000e+03   1.02637245e+03   4.84033129e+01   4.84033129e+01
  1.21600000e+03   1.03716016e+03   4.81951070e+01   4.81951070e+01
  1.21700000e+03   9.76691163e+02   4.79872368e+01   4.79872368e+01
  1.21800000e+03   9.42704954e+02   4.77797308e+01   4.77797308e+01
  1.21900000e+03   1.10750644e+03   4.75726504e+01   4.75726504e+01
  1.22000000e+03   9.14740091e+02   4.73660182e+01   4.73660182e+01
  1.22100000e+03   9.30047371e+02   4.71599712e+01   4.71599712e+01
  1.22200000e+03   9.30306980e+02   4.69545303e+01   4.69545303e+01
  1.22300000e+03   9.50595962e+02   4.67497100e+01   4.67497100e+01
  1.22400000e+03   9.55085603e+02   4.65456570e+01   4.65456570e+01
  1.22500000e+03   9.46286151e+02   4.63423885e+01   4.63423885e+01
  1.22600000e+03   9.31963741e+02   4.61399180e+01   4.61399180e+01
  1.22700000e+03   9.35651310e+02   4.59383919e+01   4.59383919e+01
  1.22800000e+03   8.86212277e+02   4.57378337e+01   4.57378337e+01
  1.22900000e+03   8.28606177e+02   4.55382489e+01   4.55382489e+01
  1.23000000e+03   9.66899000e+02   4.53397930e+01   4.53397930e+01
  1.23100000e+03   8.72721582e+02   4.51424704e+01   4.51424704e+01
  1.23200000e+03   9.08214688e+02   4.49463567e+01   4.49463567e+01
  1.23300000e+03   8.85707066e+02   4.47514518e+01   4.47514518e+01
  1.23400000e+03   9.00751363e+02   4.45579148e+01   4.45579148e+01
  1.23500000e+03   8.91009474e+02   4.43657520e+01   4.43657520e+01
  1.23600000e+03   8.80157728e+02   4.41749818e+01   4.41749818e+01
  1.23700000e+03   8.94942076e+02   4.39857489e+01   4.39857489e+01
  1.23800000e+03   8.49857126e+02   4.37980554e+01   4.37980554e+01
  1.23900000e+03   8.76010916e+02   4.36119096e+01   4.36119096e+01
  1.24000000e+03   9.63325503e+02   4.34274325e+01   4.34274325e+01
  1.24100000e+03   8.89492457e+02   4.32446292e+01   4.32446292e+01
  1.24200000e+03   9.19197329e+02   4.30635060e+01   4.30635060e+01
  1.24300000e+03   9.03613366e+02   4.28841844e+01   4.28841844e+01
  1.24400000e+03   8.21557990e+02   4.27066712e+01   4.27066712e+01
  1.24500000e+03   8.64862184e+02   4.25310140e+01   4.25310140e+01
  1.24600000e+03   8.61917818e+02   4.23572131e+01   4.23572131e+01
  1.24700000e+03   8.19853190e+02   4.21853926e+01   4.21853926e+01
  1.24800000e+03   8.93349009e+02   4.20155576e+01   4.20155576e+01
  1.24900000e+03   9.19368227e+02   4.18477185e+01   4.18477185e+01
  1.25000000e+03   8.50319182e+02   4.16819875e+01   4.16819875e+01
  1.25100000e+03   8.21101977e+02   4.15183729e+01   4.15183729e+01
  1.25200000e+03   7.85123694e+02   4.13568901e+01   4.13568901e+01
  1.25300000e+03   7.76259911e+02   4.11976438e+01   4.11976438e+01
  1.25400000e+03   8.99547138e+02   4.10406435e+01   4.10406435e+01
  1.25500000e+03   7.79088988e+02   4.08858860e+01   4.08858860e+01
  1.25600000e+03   7.92331307e+02   4.07334605e+01   4.07334605e+01
  1.25700000e+03   8.15735275e+02   4.05833695e+01   4.05833695e+01
  1.25800000e+03   7.65967117e+02   4.04355892e+01   4.04355892e+01
  1.25900000e+03   8.59896987e+02   4.02902132e+01   4.02902132e+01
  1.26000000e+03   7.89892814e+02   4.01472491e+01   4.01472491e+01
  1.26100000e+03   7.97396027e+02   4.00066732e+01   4.00066732e+01
  1.26200000e+03   8.13533370e+02   3.98685774e+01   3.98685774e+01
  1.26300000e+03   7.85879800e+02   3.97329673e+01   3.97329673e+01
  1.26400000e+03   7.61232052e+02   3.95998185e+01   3.95998185e+01
  1.26500000e+03   7.86307410e+02   3.94692331e+01   3.94692331e+01
  1.26600000e+03   7.13997988e+02   3.93411989e+01   3.93411989e+01
  1.26700000e+03   7.22984150e+02   3.92157416e+01   3.92157416e+01
  1.26800000e+03   8.00562395e+02   3.90928478e+01   3.90928478e+01
  1.26900000e+03   8.21941426e+02   3.89726154e+01   3.89726154e+01
  1.27000000e+03   7.84700945e+02   3.88550327e+01   3.88550327e+01
  1.27100000e+03   7.78431401e+02   3.87400842e+01   3.87400842e+01
  1.27200000e+03   7.88386000e+02   3.86278495e+01   3.86278495e+01
  1.27300000e+03   7.69218078e+02   3.85183030e+01   3.85183030e+01
  1.27400000e+03   7.37588356e+02   3.84114100e+01   3.84114100e+01
  1.27500000e+03   7.42005455e+02   3.83072399e+01   3.83072399e+01
  1.27600000e+03   7.85597230e+02   3.82057717e+01   3.82057717e+01
  1.27700000e+03   8.01870356e+02   3.81069734e+01   3.81069734e+01
  1.27800000e+03   7.49409034e+02   3.80109146e+01   3.80109146e+01
  1.27900000e+03   7.11689742e+02   3.79175669e+01   3.79175669e+01
  1.28000000e+03   7.35654071e+02   3.78269026e+01   3.78269026e+01
  1.28100000e+03   7.43753176e+02   3.77389914e+01   3.77389914e+01
  1.28200000e+03   7.28776309e+02   3.76538139e+01   3.76538139e+01
  1.28300000e+03   7.54164394e+02   3.75713239e+01   3.75713239e+01
  1.28400000e+03   7.45858389e+02   3.74916065e+01   3.74916065e+01
  1.28500000e+03   7.20701261e+02   3.74146310e+01   3.74146310e+01
  1.28600000e+03   7.88051864e+02   3.73403569e+01   3.73403569e+01
  1.28700000e+03   6.99758100e+02   3.72688739e+01   3.72688739e+01
  1.28800000e+03   7.17595552e+02   3.72001361e+01   3.72001361e+01
  1.28900000e+03   7.68082665e+02   3.71341015e+01   3.71341015e+01
  1.29000000e+03   8.23700689e+02   3.70708208e+01   3.70708208e+01
  1.29100000e+03   6.81924634e+02   3.70102502e+01   3.70102502e+01
  1.29200000e+03   8.33083037e+02   3.69523372e+01   3.69523372e+01
  1.29300000e+03   7.79075661e+02   3.68971364e+01   3.68971364e+01
  1.29400000e+03   7.36048400e+02   3.68445954e+01   3.68445954e+01
  1.29500000e+03   7.29895909e+02   3.67946661e+01   3.67946661e+01
  1.29600000e+03   7.59542657e+02   3.67474004e+01   3.67474004e+01
  1.29700000e+03   6.81706127e+02   3.67027545e+01   3.67027545e+01
  1.29800000e+03   7.50695487e+02   3.66606732e+01   3.66606732e+01
  1.29900000e+03   7.45812791e+02   3.66212119e+01   3.66212119e+01
  1.30000000e+03   7.67538317e+02   3.65842872e+01   3.65842872e+01
  1.30100000e+03   7.30351222e+02   3.65499505e+01   3.65499505e+01
  1.30200000e+03   7.47956356e+02   3.65181633e+01   3.65181633e+01
  1.30300000e+03   7.06413321e+02   3.64888572e+01   3.64888572e+01
  1.30400000e+03   7.08996341e+02   3.64620990e+01   3.64620990e+01
  1.30500000e+03   7.74685024e+02   3.64378412e+01   3.64378412e+01
  1.30600000e+03   7.43538762e+02   3.64160039e+01   3.64160039e+01
  1.30700000e+03   6.49437230e+02   3.63966350e+01   3.63966350e+01
  1.30800000e+03   6.57665368e+02   3.63796772e+01   3.63796772e+01
  1.30900000e+03   7.09412246e+02   3.63650443e+01   3.63650443e+01
  1.31000000e+03   7.47684482e+02   3.63527974e+01   3.63527974e+01
  1.31100000e+03   7.63261560e+02   3.63428543e+01   3.63428543e+01
  1.31200000e+03   6.94674893e+02   3.63351597e+01   3.63351597e+01
  1.31300000e+03   7.30812404e+02   3.63297419e+01   3.63297419e+01
  1.31400000e+03   7.22426228e+02   3.63265488e+01   3.63265488e+01
  1.31500000e+03   7.41765203e+02   3.63255076e+01   3.63255076e+01
  1.31600000e+03   7.59740930e+02   3.63266541e+01   3.63266541e+01
  1.31700000e+03   7.43190026e+02   3.63299304e+01   3.63299304e+01
  1.31800000e+03   6.74398669e+02   3.63352657e+01   3.63352657e+01
  1.31900000e+03   6.71856085e+02   3.63427022e+01   3.63427022e+01
  1.32000000e+03   7.23571258e+02   3.63521387e+01   3.63521387e+01
  1.32100000e+03   7.43362271e+02   3.63636106e+01   3.63636106e+01
  1.32200000e+03   7.51225145e+02   3.63770598e+01   3.63770598e+01
  1.32300000e+03   6.68577965e+02   3.63924034e+01   3.63924034e+01
  1.32400000e+03   7.08958334e+02   3.64096729e+01   3.64096729e+01
  1.32500000e+03   7.02750755e+02   3.64287592e+01   3.64287592e+01
  1.32600000e+03   6.97048865e+02   3.64496477e+01   3.64496477e+01
  1.32700000e+03   7.79012307e+02   3.64723036e+01   3.64723036e+01
  1.32800000e+03   7.33611170e+02   3.64967147e+01   3.64967147e+01
  1.32900000e+03   7.36485905e+02   3.65227737e+01   3.65227737e+01
  1.33000000e+03   7.29966184e+02   3.65504733e+01   3.65504733e+01
  1.33100000e+03   7.39838185e+02   3.65797993e+01   3.65797993e+01
  1.33200000e+03   6.89840180e+02   3.66106516e+01   3.66106516e+01
  1.33300000e+03   7.34959292e+02   3.66430149e+01   3.66430149e+01
  1.33400000e+03   8.22338717e+02   3.66768912e+01   3.66768912e+01
  1.33500000e+03   6.91621258e+02   3.67121590e+01   3.67121590e+01
  1.33600000e+03   7.47918243e+02   3.67488175e+01   3.67488175e+01
  1.33700000e+03   7.90058938e+02   3.67868304e+01   3.67868304e+01
  1.33800000e+03   7.37434227e+02   3.68261795e+01   3.68261795e+01
  1.33900000e+03   7.88764707e+02   3.68667645e+01   3.68667645e+01
  1.34000000e+03   7.37448423e+02   3.69085692e+01   3.69085692e+01
  1.34100000e+03   7.74881348e+02   3.69515803e+01   3.69515803e+01
  1.34200000e+03   6.99642032e+02   3.69956833e+01   3.69956833e+01
  1.34300000e+03   7.16186631e+02   3.70408657e+01   3.70408657e+01
  1.34400000e+03   7.31700379e+02   3.70870813e+01   3.70870813e+01
  1.34500000e+03   7.81978243e+02   3.71343123e+01   3.71343123e+01
  1.34600000e+03   7.41710861e+02   3.71824583e+01   3.71824583e+01
  1.34700000e+03   7.12866557e+02   3.72314829e+01   3.72314829e+01
  1.34800000e+03   7.70953590e+02   3.72813979e+01   3.72813979e+01
  1.34900000e+03   7.31209295e+02   3.73320794e+01   3.73320794e+01
  1.35000000e+03   7.59874368e+02   3.73835147e+01   3.73835147e+01
  1.35100000e+03   7.90229573e+02   3.74356509e+01   3.74356509e+01
  1.35200000e+03   7.21258561e+02   3.74884855e+01   3.74884855e+01
  1.35300000e+03   7.60334081e+02   3.75419055e+01   3.75419055e+01
  1.35400000e+03   7.56807509e+02   3.75958920e+01   3.75958920e+01
  1.35500000e+03   7.81722013e+02   3.76504034e+01   3.76504034e+01
  1.35600000e+03   8.32232643e+02   3.77054238e+01   3.77054238e+01
  1.35700000e+03   6.78736866e+02   3.77608430e+01   3.77608430e+01
  1.35800000e+03   7.92406618e+02   3.78166512e+01   3.78166512e+01
  1.35900000e+03   7.74684247e+02   3.78728265e+01   3.78728265e+01
  1.36000000e+03   7.59125231e+02   3.79292639e+01   3.79292639e+01
  1.36100000e+03   7.85462475e+02   3.79859553e+01   3.79859553e+01
  1.36200000e+03   7.78510061e+02   3.80428434e+01   3.80428434e+01
  1.36300000e+03   8.37546607e+02   3.80999241e+01   3.80999241e+01
  1.36400000e+03   8.06859476e+02   3.81570910e+01   3.81570910e+01
  1.36500000e+03   7.37921338e+02   3.82143148e+01   3.82143148e+01
  1.36600000e+03   7.60956198e+02   3.82715630e+01   3.82715630e+01
  1.36700000e+03   7.93693789e+02   3.83288161e+01   3.83288161e+01
  1.36800000e+03   7.33303249e+02   3.83859704e+01   3.83859704e+01
  1.36900000e+03   7.91142094e+02   3.84430114e+01   3.84430114e+01
  1.37000000e+03   7.85864511e+02   3.84999201e+01   3.84999201e+01
  1.37100000e+03   7.70662711e+02   3.85566012e+01   3.85566012e+01
  1.37200000e+03   7.56878861e+02   3.86130264e+01   3.86130264e+01
  1.37300000e+03   8.83608824e+02   3.86691611e+01   3.86691611e+01
  1.37400000e+03   7.97714627e+02   3.87249890e+01   3.87249890e+01
  1.37500000e+03   7.20897546e+02   3.87804239e+01   3.87804239e+01
  1.37600000e+03   7.63823608e+02   3.88354333e+01   3.88354333e+01
  1.37700000e+03   7.32638174e+02   3.88899951e+01   3.88899951e+01
  1.37800000e+03   8.25894155e+02   3.89440917e+01   3.89440917e+01
  1.37900000e+03   7.74181710e+02   3.89976314e+01   3.89976314e+01
  1.38000000e+03   7.39967956e+02   3.90505987e+01   3.90505987e+01
  1.38100000e+03   7.35424300e+02   3.91029838e+01   3.91029838e+01
  1.38200000e+03   7.62616765e+02   3.91546897e+01   3.91546897e+01
  1.38300000e+03   8.01148281e+02   3.92057096e+01   3.92057096e+01
  1.38400000e+03   7.12212610e+02   3.92559925e+01   3.92559925e+01
  1.38500000e+03   8.12499085e+02   3.93055476e+01   3.93055476e+01
  1.38600000e+03   8.07762232e+02   3.93542676e+01   3.93542676e+01
  1.38700000e+03   7.31359476e+02   3.94021357e+01   3.94021357e+01
  1.38800000e+03   8.03415578e+02   3.94491255e+01   3.94491255e+01
  1.38900000e+03   8.02899153e+02   3.94952193e+01   3.94952193e+01
  1.39000000e+03   8.25987376e+02   3.95403264e+01   3.95403264e+01
  1.39100000e+03   7.98387061e+02   3.95844413e+01   3.95844413e+01
  1.39200000e+03   8.55247062e+02   3.96275293e+01   3.96275293e+01
  1.39300000e+03   8.57679157e+02   3.96696023e+01   3.96696023e+01
  1.39400000e+03   7.81309896e+02   3.97105687e+01   3.97105687e+01
  1.39500000e+03   8.01768287e+02   3.97504283e+01   3.97504283e+01
  1.39600000e+03   7.55651227e+02   3.97891485e+01   3.97891485e+01
  1.39700000e+03   8.42584114e+02   3.98267262e+01   3.98267262e+01
  1.39800000e+03   8.79162708e+02   3.98630858e+01   3.98630858e+01
  1.39900000e+03   8.70583946e+02   3.98982145e+01   3.98982145e+01
  1.40000000e+03   8.35599539e+02   3.99320889e+01   3.99320889e+01
  1.40100000e+03   8.45197766e+02   3.99647137e+01   3.99647137e+01
  1.40200000e+03   8.11782137e+02   3.99959957e+01   3.99959957e+01
  1.40300000e+03   8.39894307e+02   4.00259356e+01   4.00259356e+01
  1.40400000e+03   7.91520037e+02   4.00544994e+01   4.00544994e+01
  1.40500000e+03   7.66049396e+02   4.00817007e+01   4.00817007e+01
  1.40600000e+03   8.18990191e+02   4.01074445e+01   4.01074445e+01
  1.40700000e+03   8.48279553e+02   4.01317296e+01   4.01317296e+01
  1.40800000e+03   8.02347833e+02   4.01545422e+01   4.01545422e+01
  1.40900000e+03   8.58639034e+02   4.01759001e+01   4.01759001e+01
  1.41000000e+03   8.52002971e+02   4.01957113e+01   4.01957113e+01
  1.41100000e+03   7.65472876e+02   4.02140097e+01   4.02140097e+01
  1.41200000e+03   8.97581073e+02   4.02307622e+01   4.02307622e+01
  1.41300000e+03   7.92224194e+02   4.02459956e+01   4.02459956e+01
  1.41400000e+03   8.17415485e+02   4.02596179e+01   4.02596179e+01
  1.41500000e+03   8.03554529e+02   4.02716573e+01   4.02716573e+01
  1.41600000e+03   7.80709602e+02   4.02820885e+01   4.02820885e+01
  1.41700000e+03   8.60096229e+02   4.02909320e+01   4.02909320e+01
  1.41800000e+03   8.25323439e+02   4.02981059e+01   4.02981059e+01
  1.41900000e+03   8.34755686e+02   4.03036270e+01   4.03036270e+01
  1.42000000e+03   7.90698771e+02   4.03074760e+01   4.03074760e+01
  1.42100000e+03   8.14973075e+02   4.03096664e+01   4.03096664e+01
  1.42200000e+03   8.41338619e+02   4.03101244e+01   4.03101244e+01
  1.42300000e+03   8.02949473e+02   4.03088630e+01   4.03088630e+01
  1.42400000e+03   8.11249177e+02   4.03060459e+01   4.03060459e+01
  1.42500000e+03   7.92911989e+02   4.03015489e+01   4.03015489e+01
  1.42600000e+03   7.88237966e+02   4.02952712e+01   4.02952712e+01
  1.42700000e+03   8.14340476e+02   4.02872570e+01   4.02872570e+01
  1.42800000e+03   7.61754118e+02   4.02774932e+01   4.02774932e+01
  1.42900000e+03   8.38780174e+02   4.02659972e+01   4.02659972e+01
  1.43000000e+03   7.32166553e+02   4.02527229e+01   4.02527229e+01
  1.43100000e+03   8.29803852e+02   4.02376882e+01   4.02376882e+01
  1.43200000e+03   7.41159783e+02   4.02208866e+01   4.02208866e+01
  1.43300000e+03   8.39345778e+02   4.02023544e+01   4.02023544e+01
  1.43400000e+03   7.72558895e+02   4.01820223e+01   4.01820223e+01
  1.43500000e+03   7.63293638e+02   4.01599212e+01   4.01599212e+01
  1.43600000e+03   8.48227070e+02   4.01360419e+01   4.01360419e+01
  1.43700000e+03   7.80208444e+02   4.01104140e+01   4.01104140e+01
  1.43800000e+03   8.63896104e+02   4.00829775e+01   4.00829775e+01
  1.43900000e+03   8.11995881e+02   4.00537565e+01   4.00537565e+01
  1.44000000e+03   8.13942769e+02   4.00227480e+01   4.00227480e+01
  1.44100000e+03   8.25882525e+02   3.99899772e+01   3.99899772e+01
  1.44200000e+03   6.96415982e+02   3.99554137e+01   3.99554137e+01
  1.44300000e+03   7.47042469e+02   3.99190629e+01   3.99190629e+01
  1.44400000e+03   8.63596664e+02   3.98809488e+01   3.98809488e+01
  1.44500000e+03   8.16101102e+02   3.98410919e+01   3.98410919e+01
  1.44600000e+03   7.85461156e+02   3.97995163e+01   3.97995163e+01
  1.44700000e+03   8.44297345e+02   3.97561751e+01   3.97561751e+01
  1.44800000e+03   8.24352025e+02   3.97111136e+01   3.97111136e+01
  1.44900000e+03   7.94115746e+02   3.96643380e+01   3.96643380e+01
  1.45000000e+03   7.86407464e+02   3.96158861e+01   3.96158861e+01
  1.45100000e+03   7.63645942e+02   3.95657094e+01   3.95657094e+01
  1.45200000e+03   7.56396559e+02   3.95138418e+01   3.95138418e+01
  1.45300000e+03   7.45511700e+02   3.94603009e+01   3.94603009e+01
  1.45400000e+03   7.39697653e+02   3.94051199e+01   3.94051199e+01
  1.45500000e+03   8.19117026e+02   3.93482436e+01   3.93482436e+01
  1.45600000e+03   8.22527016e+02   3.92897239e+01   3.92897239e+01
  1.45700000e+03   7.60435601e+02   3.92295624e+01   3.92295624e+01
  1.45800000e+03   7.73350503e+02   3.91677738e+01   3.91677738e+01
  1.45900000e+03   7.92935346e+02   3.91044014e+01   3.91044014e+01
  1.46000000e+03   7.79718861e+02   3.90394025e+01   3.90394025e+01
  1.46100000e+03   7.92422821e+02   3.89728391e+01   3.89728391e+01
  1.46200000e+03   7.40439492e+02   3.89047270e+01   3.89047270e+01
  1.46300000e+03   7.46162597e+02   3.88350999e+01   3.88350999e+01
  1.46400000e+03   7.25433198e+02   3.87639456e+01   3.87639456e+01
  1.46500000e+03   7.53931969e+02   3.86913038e+01   3.86913038e+01
  1.46600000e+03   7.67726726e+02   3.86171805e+01   3.86171805e+01
  1.46700000e+03   7.59638186e+02   3.85416116e+01   3.85416116e+01
  1.46800000e+03   7.20818029e+02   3.84646371e+01   3.84646371e+01
  1.46900000e+03   7.72531499e+02   3.83862331e+01   3.83862331e+01
  1.47000000e+03   7.51686937e+02   3.83064291e+01   3.83064291e+01
  1.47100000e+03   8.23050835e+02   3.82252616e+01   3.82252616e+01
  1.47200000e+03   7.48091803e+02   3.81427601e+01   3.81427601e+01
  1.47300000e+03   7.58769573e+02   3.80589073e+01   3.80589073e+01
  1.47400000e+03   7.09392401e+02   3.79737366e+01   3.79737366e+01
  1.47500000e+03   7.36882728e+02   3.78872848e+01   3.78872848e+01
  1.47600000e+03   7.29175220e+02   3.77995679e+01   3.77995679e+01
  1.47700000e+03   7.57330735e+02   3.77106305e+01   3.77106305e+01
  1.47800000e+03   7.42159571e+02   3.76204676e+01   3.76204676e+01
  1.47900000e+03   6.87107447e+02   3.75291216e+01   3.75291216e+01
  1.48000000e+03   6.88865785e+02   3.74366227e+01   3.74366227e+01
  1.48100000e+03   7.57162198e+02   3.73430169e+01   3.73430169e+01
  1.48200000e+03   7.88535883e+02   3.72482849e+01   3.72482849e+01
  1.48300000e+03   7.23238431e+02   3.71524751e+01   3.71524751e+01
  1.48400000e+03   7.45951437e+02   3.70556315e+01   3.70556315e+01
  1.48500000e+03   7.57912666e+02   3.69577637e+01   3.69577637e+01
  1.48600000e+03   7.45293701e+02   3.68589307e+01   3.68589307e+01
  1.48700000e+03   7.08846471e+02   3.67591052e+01   3.67591052e+01
  1.48800000e+03   7.97817627e+02   3.66583417e+01   3.66583417e+01
  1.48900000e+03   7.73276935e+02   3.65566733e+01   3.65566733e+01
  1.49000000e+03   7.50946924e+02   3.64541395e+01   3.64541395e+01
  1.49100000e+03   6.63698475e+02   3.63507317e+01   3.63507317e+01
  1.49200000e+03   7.38892010e+02   3.62464955e+01   3.62464955e+01
  1.49300000e+03   6.87245570e+02   3.61414594e+01   3.61414594e+01
  1.49400000e+03   6.86489614e+02   3.60356527e+01   3.60356527e+01
  1.49500000e+03   7.40132240e+02   3.59291353e+01   3.59291353e+01
  1.49600000e+03   6.53653788e+02   3.58218978e+01   3.58218978e+01
  1.49700000e+03   6.95851651e+02   3.57139845e+01   3.57139845e+01
  1.49800000e+03   6.71332625e+02   3.56054338e+01   3.56054338e+01
  1.49900000e+03   6.47287656e+02   3.54962791e+01   3.54962791e+01
  1.50000000e+03   7.40785510e+02   3.53865553e+01   3.53865553e+01
  1.50100000e+03   7.20698117e+02   3.52762754e+01   3.52762754e+01
  1.50200000e+03   7.21832201e+02   3.51654808e+01   3.51654808e+01
  1.50300000e+03   7.20737599e+02   3.50541953e+01   3.50541953e+01
  1.50400000e+03   6.61457756e+02   3.49424624e+01   3.49424624e+01
  1.50500000e+03   6.91038163e+02   3.48303142e+01   3.48303142e+01
  1.50600000e+03   6.98629483e+02   3.47180722e+01   3.47180722e+01
  1.50700000e+03   6.83984367e+02   3.46055009e+01   3.46055009e+01
  1.50800000e+03   6.75808655e+02   3.44926023e+01   3.44926023e+01
  1.50900000e+03   7.19687744e+02   3.43794259e+01   3.43794259e+01
